title,main_speaker,film_date,tags
A 12-year-old app developer,Thomas Suarez,2011-10-22T00:00:00Z,"['TEDx', 'code', 'education', 'entertainment', 'technology', 'youth']"
Experiments that hint of longer lives,Cynthia Kenyon,2011-07-13T00:00:00Z,"['DNA', 'aging', 'biotech', 'genetics', 'innovation', 'medical research', 'medicine', 'molecular biology', 'science', 'synthetic biology', 'technology']"
Science versus wonder?,Robin Ince,2011-07-13T00:00:00Z,"['comedy', 'entertainment', 'humor', 'philosophy', 'science', 'science and art', 'time']"
How games make kids smarter,Gabe Zichermann,2011-06-01T00:00:00Z,"['TEDx', 'design', 'education', 'gaming', 'play']"
Being young and making an impact,Natalie Warne,2011-04-02T00:00:00Z,"['TEDx', 'activism', 'children', 'community', 'culture', 'global issues', 'war', 'youth']"
How to defend Earth from asteroids,Phil Plait,2011-09-05T00:00:00Z,"['NASA', 'TEDx', 'asteroid', 'astronomy', 'dinosaurs', 'science', 'space', 'technology']"
"Meet Rezero, the dancing ballbot",PÌ©ter Fankhauser,2011-07-13T00:00:00Z,"['creativity', 'design', 'engineering', 'robots', 'technology']"
The technology of storytelling,Joe Sabia,2011-05-24T00:00:00Z,"['creativity', 'design', 'entertainment', 'storytelling', 'technology']"
A garden in my apartment,Britta Riley,2011-05-23T00:00:00Z,"['TEDx', 'cities', 'collaboration', 'design', 'food', 'garden']"
Living beyond limits,Amy Purdy,2011-05-19T00:00:00Z,"['TEDx', 'entertainment', 'happiness', 'illness', 'personal growth', 'prosthetics']"
Philosophy in prison,Damon Horowitz,2011-03-04T00:00:00Z,"['crime', 'culture', 'global issues', 'philosophy', 'prison']"
What we learn before we're born,Annie Murphy Paul,2011-07-12T00:00:00Z,"['brain', 'children', 'culture', 'education', 'evolution', 'food', 'mental health', 'neuroscience', 'pregnancy', 'science', 'writing']"
"Dance vs. powerpoint, a modest proposal",John Bohannon,2011-11-22T00:00:00Z,"['TEDx', 'biology', 'dance', 'entertainment', 'physics', 'presentation', 'science', 'science and art', 'technology']"
Building the musical muscle,Charles Limb,2011-10-28T00:00:00Z,"['Senses', 'art', 'beauty', 'disability', 'hearing', 'medical research', 'music', 'science', 'science and art', 'sound', 'technology']"
Don't regret regret,Kathryn Schulz,2011-11-09T00:00:00Z,"['culture', 'decision-making', 'failure']"
Don't misrepresent Africa,Leslie Dodson,2011-09-24T00:00:00Z,"['Africa', 'TEDx', 'journalism', 'media', 'poverty']"
How many lives can you live?,Sarah Kay,2011-05-09T00:00:00Z,"['TEDx', 'entertainment', 'life', 'poetry', 'spoken word']"
How to topple a dictator,Srdja Popovic,2011-11-23T00:00:00Z,"['Egypt', 'TEDx', 'activism', 'culture', 'global issues', 'nonviolence', 'politics', 'protests']"
Massive-scale online collaboration,Luis von Ahn,2011-04-03T00:00:00Z,"['Internet', 'TEDx', 'collaboration', 'computers', 'language', 'technology', 'wikipedia']"
The magnificence of spider silk,Cheryl Hayashi,2010-02-21T00:00:00Z,"['MacArthur grant', 'biomechanics', 'biomimicry', 'biotech', 'engineering', 'industrial design', 'insects', 'materials', 'molecular biology', 'nature', 'physics', 'science', 'technology', 'web']"
Ultrasound surgery -- healing without cuts,Yoav Medan,2011-10-24T00:00:00Z,"['biotech', 'engineering', 'future', 'health care', 'innovation', 'medical imaging', 'medical research', 'medicine', 'neuroscience', 'physics', 'science', 'sound', 'technology']"
There are no mistakes on the bandstand,Stefon Harris,2011-11-09T00:00:00Z,"['culture', 'entertainment', 'jazz', 'music']"
The world's smallest 3D printer,Klaus Stadlmann,2011-10-04T00:00:00Z,"['TEDx', 'design', 'engineering', 'industrial design', 'technology']"
What happens when an NGO admits failure,David Damberger,2011-04-01T00:00:00Z,"['TEDx', 'engineering', 'global development', 'global issues']"
The hidden light of Afghanistan,Monika Bulaj,2011-07-12T00:00:00Z,"['TED Fellows', 'art', 'design', 'global issues', 'journalism', 'photography', 'storytelling']"
Color-coded surgery,Quyen Nguyen,2011-10-28T00:00:00Z,"['Nobel prize', 'Surgery', 'biology', 'biotech', 'cancer', 'health care', 'innovation', 'medical research', 'medicine', 'molecular biology', 'science', 'technology']"
Put a value on nature!,Pavan Sukhdev,2011-07-14T00:00:00Z,"['business', 'economics', 'finance', 'global issues', 'green']"
Cooking as alchemy,Homaro Cantu + Ben Roche,2011-03-01T00:00:00Z,"['agriculture', 'business', 'creativity', 'culture', 'food']"
An unexpected place of healing,Ramona Pierson,2011-05-13T00:00:00Z,"['TEDx', 'aging', 'culture', 'health care', 'medicine', 'self', 'storytelling']"
My subversive (garden) plot,Roger Doiron,2011-09-10T00:00:00Z,"['TEDx', 'culture', 'food', 'garden', 'global issues', 'sustainability']"
Medicine for the 99 percent,Thomas Pogge,2011-09-24T00:00:00Z,"['TEDx', 'economics', 'global issues', 'health']"
The quest to understand consciousness,Antonio Damasio,2011-03-02T00:00:00Z,"['Senses', 'brain', 'cognitive science', 'consciousness', 'decision-making', 'identity', 'medical imaging', 'medical research', 'memory', 'mental health', 'mind', 'neuroscience', 'science', 'self']"
A prosthetic eye to treat blindness,Sheila Nirenberg,2011-10-12T00:00:00Z,"['Senses', 'Surgery', 'biotech', 'brain', 'code', 'disability', 'engineering', 'innovation', 'medical research', 'medicine', 'neuroscience', 'prosthetics', 'science', 'sight', 'technology']"
The battle between your present and future self,Daniel Goldstein,2011-11-09T00:00:00Z,"['behavioral economics', 'business', 'culture', 'decision-making', 'economics', 'finance', 'self']"
How to stop torture,Karen Tse,2011-07-13T00:00:00Z,"['global issues', 'law', 'politics', 'prison', 'war']"
There are no scraps of men,Alberto Cairo,2011-11-27T00:00:00Z,"['TEDx', 'disability', 'global issues', 'poverty', 'prosthetics', 'storytelling', 'war', 'work']"
How healthy living nearly killed me,AJ Jacobs,2011-10-28T00:00:00Z,"['comedy', 'culture', 'entertainment', 'health', 'humor', 'self']"
Life's third act,Jane Fonda,2011-12-07T00:00:00Z,"['TEDx', 'aging', 'culture', 'health', 'personality', 'women']"
The global power shift,Paddy Ashdown,2011-12-28T00:00:00Z,"['Europe', 'Foreign Policy', 'TEDx', 'global issues', 'politics', 'world cultures']"
"1,000 TED Talks in six words",Sebastian Wernicke,2011-11-10T00:00:00Z,"['TEDx', 'statistics', 'visualizations']"
"Change our culture, change our world",Nate Garvis,2010-10-13T00:00:00Z,"['TEDx', 'culture', 'politics']"
Can astronomers help doctors?,Michelle Borkin,2011-06-28T00:00:00Z,"['TEDx', 'astronomy', 'collaboration', 'medical imaging', 'medical research', 'medicine', 'science', 'space', 'technology', 'visualizations']"
Be suspicious of simple stories,Tyler Cowen,2009-11-09T00:00:00Z,"['TEDx', 'business', 'culture', 'economics', 'storytelling']"
Award-winning teenage science in action,"Lauren Hodge, Shree Bose + Naomi Shah",2011-12-08T00:00:00Z,"['TEDx', 'cancer', 'chemistry', 'code', 'food', 'health', 'medicine', 'pollution', 'science', 'youth']"
In defense of dialogue,Jonas Gahr StÌüre,2011-11-11T00:00:00Z,"['TEDx', 'culture', 'politics']"
Animations of unseeable biology,Drew Berry,2011-05-28T00:00:00Z,"['DNA', 'TEDx', 'biology', 'biotech', 'computers', 'genetics', 'molecular biology', 'programming', 'science', 'science and art', 'sustainability', 'visualizations']"
"""Women of Hope""",Morley,2011-12-01T00:00:00Z,"['TEDx', 'activism', 'live music', 'music', 'performance', 'poetry', 'women']"
"Thorium, an alternative nuclear fuel",Kirk Sorensen,2011-04-01T00:00:00Z,"['TEDx', 'alternative energy', 'nuclear energy', 'technology']"
The debut of the British Paraorchestra,Charles Hazlewood + British Paraorchestra,2011-11-22T00:00:00Z,"['TEDx', 'disability', 'entertainment', 'global issues', 'live music']"
Meet the Water Canary,Sonaar Luthra,2011-07-14T00:00:00Z,"['TED Fellows', 'design', 'global development', 'technology', 'water']"
Atheism 2.0,Alain de Botton,2011-07-13T00:00:00Z,"['atheism', 'culture', 'philosophy', 'religion']"
Three types of online attack,Mikko Hypponen,2011-11-17T00:00:00Z,"['Internet', 'Surveillance', 'TEDx', 'crime', 'data', 'politics', 'technology']"
Why SOPA is a bad idea,Clay Shirky,2012-01-17T00:00:00Z,"['business', 'creativity', 'media', 'politics', 'technology']"
How to make choosing easier,Sheena Iyengar,2011-11-09T00:00:00Z,"['business', 'choice', 'culture', 'decision-making', 'marketing']"
The beautiful math behind the world's ugliest music,Scott Rickard,2011-09-13T00:00:00Z,"['TEDx', 'algorithm', 'collaboration', 'composing', 'entertainment', 'math', 'music', 'science', 'science and art']"
Plant fuels that could power a jet,Bilal Bomani,2011-08-17T00:00:00Z,"['Natural resources', 'TEDx', 'alternative energy', 'biotech', 'climate change', 'ecology', 'energy', 'engineering', 'environment', 'future', 'green', 'innovation', 'nature', 'oceans', 'plants', 'science', 'solar energy', 'sustainability', 'synthetic biology', 'technology']"
Is there a real you?,Julian Baggini,2011-11-03T00:00:00Z,"['TEDYouth', 'TEDx', 'neuroscience', 'personality', 'philosophy', 'self']"
A primer on 3D printing,Lisa Harouni,2011-11-10T00:00:00Z,"['3d printing', 'business', 'design', 'manufacturing', 'technology']"
Extreme swimming with the world's most dangerous jellyfish,Diana Nyad,2011-10-28T00:00:00Z,"['culture', 'extreme sports', 'fear', 'sports', 'success']"
Doctors make mistakes. Can we talk about that?,Brian Goldman,2011-11-11T00:00:00Z,"['TEDx', 'communication', 'culture', 'medicine', 'public health']"
"Women entrepreneurs, example not exception",Gayle Tzemach Lemmon,2011-12-02T00:00:00Z,"['TEDx', 'entrepreneur', 'global issues', 'poverty', 'women', 'women in business']"
Hedonistic sustainability,Bjarke Ingels,2011-05-09T00:00:00Z,"['TEDx', 'architecture', 'cities', 'design', 'sustainability']"
What happens inside those massive warehouses?,Mick Mountz,2011-06-28T00:00:00Z,"['TEDx', 'business', 'consumerism', 'robots', 'shopping', 'technology']"
Why I chose a gun,Peter van Uhm,2011-11-25T00:00:00Z,"['Guns', 'TEDx', 'global issues', 'military', 'peace', 'war']"
Treating cancer with electric fields,Bill Doyle,2011-10-25T00:00:00Z,"['cancer', 'medical research', 'technology']"
The happy secret to better work,Shawn Achor,2011-05-11T00:00:00Z,"['TEDx', 'brain', 'business', 'cognitive science', 'depression', 'happiness', 'health', 'innovation', 'mental health', 'mind', 'motivation', 'productivity', 'psychology', 'science', 'social change', 'sociology', 'work']"
The universal anesthesia machine,Erica Frenkel,2011-12-02T00:00:00Z,"['Surgery', 'TEDx', 'design', 'global issues', 'health care', 'poverty', 'technology']"
Back to the future (of 1994),Danny Hillis,1994-02-20T00:00:00Z,"['DNA', 'TED Brain Trust', 'computers', 'engineering', 'evolution', 'future', 'genetics', 'history', 'human origins', 'innovation', 'life', 'math', 'molecular biology', 'programming', 'science', 'technology']"
Hooked by an octopus,Mike deGruy,2010-04-07T00:00:00Z,"['activism', 'adventure', 'animals', 'biodiversity', 'biology', 'climate change', 'ecology', 'entertainment', 'environment', 'evolution', 'exploration', 'film', 'fish', 'global issues', 'nature', 'oceans', 'pollution', 'science', 'science and art', 'submarine']"
Let's bridge the digital divide!,Aleph Molinari,2011-08-06T00:00:00Z,"['TEDx', 'global issues', 'poverty', 'technology']"
The secret structure of great talks,Nancy Duarte,2011-11-11T00:00:00Z,"['TEDx', 'communication', 'presentation', 'storytelling']"
How your brain tells you where you are,Neil Burgess,2011-11-11T00:00:00Z,"['algorithm', 'biology', 'biotech', 'brain', 'cognitive science', 'exploration', 'neuroscience', 'physiology', 'science']"
"Non-lethal weapons, a moral hazard?",Stephen Coleman,2011-09-24T00:00:00Z,"['TEDx', 'corruption', 'culture', 'global issues', 'military', 'morality', 'technology', 'war']"
"Globalizing the local, localizing the global",Sheikha Al Mayassa,2010-12-02T00:00:00Z,"['Islam', 'Middle East', 'art', 'cities', 'culture', 'film']"
Where are the baby dinosaurs?,Jack Horner,2011-11-11T00:00:00Z,"['TEDx', 'animals', 'biology', 'dinosaurs', 'history', 'humor', 'paleontology', 'science']"
Impossible photography,Erik Johansson,2011-11-08T00:00:00Z,"['creativity', 'culture', 'photography', 'technology']"
Everyday leadership,Drew Dudley,2010-09-23T00:00:00Z,"['TEDx', 'community', 'leadership', 'life', 'motivation']"
Deaf in the military,Keith Nolan,2011-04-23T00:00:00Z,"['TEDx', 'disability', 'global issues', 'military']"
The toxic baby,Tyrone Hayes + Penelope Jagessar Chaffer,2010-12-02T00:00:00Z,"['activism', 'agriculture', 'animals', 'biology', 'cancer', 'chemistry', 'children', 'ecology', 'environment', 'film', 'health', 'plastic', 'pollution', 'pregnancy', 'public health', 'science', 'science and art', 'sex', 'sustainability']"
What you don't know about marriage,Jenna McCarthy,2011-11-11T00:00:00Z,"['TEDx', 'culture', 'humor', 'love', 'relationships', 'sex']"
"""Family Tree""",Inara George,2010-11-06T00:00:00Z,"['TEDx', 'family', 'live music', 'music', 'performance', 'singer']"
Crowdsource your health,Lucien Engelen,2011-04-04T00:00:00Z,"['TEDx', 'health', 'health care', 'medicine', 'public health', 'technology']"
How do you save a shark you know nothing about?,Simon Berrow,2010-03-29T00:00:00Z,"['TEDx', 'activism', 'animals', 'biology', 'climate change', 'conservation', 'ecology', 'environment', 'exploration', 'fish', 'genetics', 'oceans', 'science']"
How mobile phones power disaster relief,Paul Conneally,2011-11-27T00:00:00Z,"['TEDx', 'disaster relief', 'global issues', 'natural disaster', 'social media', 'technology']"
The true cost of oil,Garth Lenz,2011-11-19T00:00:00Z,"['TEDx', 'environment', 'global issues', 'infrastructure', 'oil', 'photography']"
Look up for a change,Lucianne Walkowicz,2011-11-11T00:00:00Z,"['NASA', 'Planets', 'TED Fellows', 'TEDx', 'activism', 'environment', 'global issues', 'pollution', 'science', 'space', 'technology', 'universe']"
2600 years of history in one object,Neil MacGregor,2011-07-13T00:00:00Z,"['archaeology', 'culture', 'global issues', 'history', 'world cultures']"
Comedy is translation,Chris Bliss,2011-12-20T00:00:00Z,"['TEDx', 'comedy', 'communication', 'entertainment', 'humor', 'language', 'literature']"
Using tech to enable dreaming,Shilo Shiv Suleman,2011-12-09T00:00:00Z,"['art', 'creativity']"
"Saving for tomorrow, tomorrow",Shlomo Benartzi,2011-11-09T00:00:00Z,"['behavioral economics', 'economics', 'money', 'psychology']"
My immigration story,Tan Le,2011-12-01T00:00:00Z,"['TEDx', 'family', 'immigration', 'storytelling']"
All your devices can be hacked,Avi Rubin,2011-10-29T00:00:00Z,"['Internet', 'TEDx', 'computers', 'hack', 'security', 'technology']"
The sibling bond,Jeffrey Kluger,2011-11-13T00:00:00Z,"['TEDx', 'anthropology', 'brain', 'compassion', 'family', 'happiness', 'humanity', 'life', 'psychology', 'science', 'sociology']"
Why videos go viral,Kevin Allocca,2011-11-19T00:00:00Z,"['TEDYouth', 'entertainment', 'online video', 'social media']"
A census of the ocean,Paul Snelgrove,2011-07-14T00:00:00Z,"['biology', 'collaboration', 'fish', 'oceans', 'photography']"
The ocean's shifting baseline,Daniel Pauly,2010-04-10T00:00:00Z,"['animals', 'biodiversity', 'climate change', 'conservation', 'data', 'ecology', 'environment', 'fish', 'future', 'mission blue', 'oceans', 'pollution', 'population', 'prediction', 'science']"
Abundance is our future,Peter Diamandis,2012-02-28T00:00:00Z,"['cities', 'invention', 'sustainability', 'technology']"
The Earth is full,Paul Gilding,2012-02-28T00:00:00Z,"['activism', 'agriculture', 'alternative energy', 'cities', 'climate change', 'economics', 'energy', 'environment', 'future', 'green', 'science', 'solar energy', 'sustainability', 'technology']"
Robots that fly ... and cooperate,Vijay Kumar,2012-02-29T00:00:00Z,"['AI', 'drones', 'robots', 'technology']"
The power of introverts,Susan Cain,2012-02-28T00:00:00Z,"['business', 'culture', 'introvert', 'psychology']"
We need to talk about an injustice,Bryan Stevenson,2012-03-01T00:00:00Z,"['Criminal Justice', 'crime', 'culture', 'global issues', 'inequality', 'law', 'race']"
The clues to a great story,Andrew Stanton,2012-02-28T00:00:00Z,"['animation', 'art', 'entertainment', 'film', 'storytelling']"
Why I must speak out about climate change,James Hansen,2012-02-29T00:00:00Z,"['big problems', 'climate change', 'environment', 'global issues', 'science']"
Coding a better government,Jennifer Pahlka,2012-02-29T00:00:00Z,"['activism', 'cities', 'government', 'technology']"
